rank,Uni,count,n_faculty
1,Massachusetts Institute of Technology,2.9,4
2,Carnegie Mellon University,2.5,4
2,University of British Columbia,2.5,3
2,University of Washington,2.5,2
5,North Carolina State University,2.3,2
6,Univ. of Illinois at Urbana-Champaign,2.2,4
6,University of Delaware,2.2,3
8,Rochester Institute of Technology,2.0,2
8,University of Victoria,2.0,1
10,Univ. of California - Davis,1.9,1
11,Georgia Institute of Technology,1.8,2
11,Purdue University,1.8,3
11,Queen’s University,1.8,2
11,Stanford University,1.8,2
11,Univ. of California - Berkeley,1.8,2
16,Concordia University,1.7,2
16,University of Tennessee,1.7,1
16,University of Waterloo,1.7,3
19,Univ. of California - Los Angeles,1.6,1
20,McGill University,1.5,1
20,NJIT,1.5,1
20,Northeastern University,1.5,1
20,Univ. of California - San Diego,1.5,1
20,University of Illinois at Chicago,1.5,1
20,University of Massachusetts Amherst,1.5,1
20,University of Texas at Dallas,1.5,1
20,University of Toronto,1.5,2
20,University of Virginia,1.5,1
29,Arizona State University,1.3,1
29,Case Western Reserve University,1.3,1
29,Drexel University,1.3,1
29,Oregon State University,1.3,1
29,Princeton University,1.3,1
29,Simon Fraser University,1.3,1
29,Univ. of California - Irvine,1.3,1
29,Univ. of California - Riverside,1.3,1
29,Univ. of California - Santa Barbara,1.3,1
29,University of Chicago,1.3,1
29,University of Colorado Boulder,1.3,1
29,University of Minnesota,1.3,1
29,University of Notre Dame,1.3,2
29,University of Southern California,1.3,1
29,University of Texas at Austin,1.3,1
29,University of Vermont,1.3,1
29,University of Wisconsin - Madison,1.3,1
