rank,Uni,count,n_faculty
1,Cornell University,2.5,2
1,Univ. of Illinois at Urbana-Champaign,2.5,4
3,University of Wisconsin - Madison,2.3,2
4,Simon Fraser University,2.0,1
5,University of British Columbia,1.9,3
6,University of North Carolina,1.7,1
7,Carnegie Mellon University,1.5,1
7,DePaul University,1.5,1
7,Kansas State University,1.5,1
7,Northeastern University,1.5,1
7,University of Illinois at Chicago,1.5,1
12,Boston College,1.3,1
12,Florida State University,1.3,1
12,McGill University,1.3,1
12,Princeton University,1.3,1
12,Purdue University,1.3,1
12,Rice University,1.3,1
12,University of Iowa,1.3,1
12,University of Pennsylvania,1.3,1
12,University of Southern California,1.3,1
12,University of Toronto,1.3,1
12,University of Washington,1.3,2
12,University of Waterloo,1.3,1
12,Yale University,1.3,1
25,Boston University,1.2,1
25,Univ. of California - Santa Barbara,1.2,1
27,University of Oregon,1.1,1
