rank,Uni,count,n_faculty
1,Pennsylvania State University,4.1,3
2,Univ. of California - Los Angeles,3.8,2
3,University of Michigan,3.1,4
4,Univ. of California - Santa Barbara,3.0,3
4,University of Texas at Austin,3.0,1
6,Massachusetts Institute of Technology,2.9,4
7,Univ. of California - San Diego,2.7,5
8,Univ. of California - Berkeley,2.5,4
9,Univ. of California - Riverside,2.2,4
10,Rutgers University,2.1,1
11,Duke University,2.0,3
11,Univ. of California - Santa Cruz,2.0,1
11,University of Wisconsin - Madison,2.0,3
14,University at Buffalo,1.8,1
15,University of Florida,1.7,2
16,Brown University,1.6,1
17,Arizona State University,1.5,1
17,Binghamton University,1.5,2
17,Stanford University,1.5,2
17,Syracuse University,1.5,1
17,Univ. of Illinois at Urbana-Champaign,1.5,2
17,University of Illinois at Chicago,1.5,1
17,University of North Texas,1.5,1
17,University of Notre Dame,1.5,1
17,University of Utah,1.5,1
26,Carnegie Mellon University,1.4,2
26,Northeastern University,1.4,1
26,University of British Columbia,1.4,2
29,Columbia University,1.3,1
29,George Mason University,1.3,1
29,Georgia Institute of Technology,1.3,1
29,Northwestern University,1.3,1
29,Purdue University,1.3,1
29,Texas A&M University,1.3,1
29,University of Pennsylvania,1.3,1
29,University of Rochester,1.3,1
29,University of Texas at San Antonio,1.3,1
29,University of Toronto,1.3,1
