rank,Uni,count,n_faculty
1,Massachusetts Institute of Technology,3.1,6
2,University of Wisconsin - Madison,3.0,3
3,Cornell University,2.9,6
4,Carnegie Mellon University,2.5,5
5,Princeton University,2.4,4
6,Northwestern University,2.3,5
6,Univ. of Illinois at Urbana-Champaign,2.3,6
8,Univ. of California - Los Angeles,2.1,3
8,Univ. of California - San Diego,2.1,5
10,University of Texas at Austin,2.0,4
11,Georgia Institute of Technology,1.8,2
11,Stanford University,1.8,4
11,University of Toronto,1.8,2
14,Ohio State University,1.7,1
14,University of Utah,1.7,2
14,University of Washington,1.7,4
17,Purdue University,1.6,3
18,Columbia University,1.5,2
18,New York University,1.5,2
18,Northeastern University,1.5,2
18,Stevens Institute of Technology,1.5,1
18,University of Chicago,1.5,1
18,University of Michigan,1.5,3
18,University of Pennsylvania,1.5,3
18,University of Waterloo,1.5,1
26,Portland State University,1.3,1
26,Rochester Institute of Technology,1.3,1
26,Rutgers University,1.3,1
26,Univ. of California - Davis,1.3,1
26,University of British Columbia,1.3,1
26,University of Iowa,1.3,1
26,University of Maryland - College Park,1.3,1
26,University of Massachusetts Boston,1.3,1
26,Washington University in St. Louis,1.3,2
