rank,Uni,count,n_faculty
1,Massachusetts Institute of Technology,3.3,4
2,University of Wisconsin - Madison,2.4,4
3,University of Texas at Austin,2.0,5
4,Carnegie Mellon University,1.9,4
5,University of Michigan,1.8,2
5,University of Washington,1.8,6
7,Purdue University,1.7,2
8,Stanford University,1.5,3
8,Univ. of California - Berkeley,1.5,3
8,Univ. of California - Santa Cruz,1.5,2
11,Univ. of Illinois at Urbana-Champaign,1.4,3
12,Boston University,1.3,2
12,Cornell University,1.3,2
12,Ohio State University,1.3,1
12,Pennsylvania State University,1.3,2
12,Univ. of California - San Diego,1.3,1
12,Univ. of California - Santa Barbara,1.3,1
12,University of Pennsylvania,1.3,1
12,University of Utah,1.3,1
12,University of Waterloo,1.3,1
21,Johns Hopkins University,1.2,1
21,Rice University,1.2,1
21,Univ. of California - Los Angeles,1.2,1
24,Arizona State University,1.1,1
24,Brown University,1.1,1
24,Georgia Institute of Technology,1.1,1
24,Harvard University,1.1,1
24,University of Kansas,1.1,1
24,University of Maryland - College Park,1.1,1
24,University of Toronto,1.1,1
24,Yale University,1.1,1
